AÑO,MES,CONCESION,ENTIDAD PRESTADORA,TIPO DE VEHICULO,UNIDAD DE MEDIDA,TOTAL,,,,,,
2020,2,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,13371,,,,,,
2020,3,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,21543,,,,,,
2020,3,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,3755,,,,,,
2020,3,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,21543,,,,,,
2020,3,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,10226,,,,,,
2020,4,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,479,,,,,,
2020,4,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,198,,,,,,
2020,4,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,479,,,,,,
2020,4,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,481,,,,,,
2020,5,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,8797,,,,,,
2020,5,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,4711,,,,,,
2020,5,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,8797,,,,,,
2020,5,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,11859,,,,,,
2020,6,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,12852,,,,,,
2020,6,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,7243,,,,,,
2020,6,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,12852,,,,,,
2020,6,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,18985,,,,,,
2020,7,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,21622,,,,,,
2020,7,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,7209,,,,,,
2020,7,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,21622,,,,,,
2020,7,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,19158,,,,,,
2020,8,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,24210,,,,,,
2020,8,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,7466,,,,,,
2020,8,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,24210,,,,,,
2020,8,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,19417,,,,,,
2020,9,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,23966,,,,,,
2020,9,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,7295,,,,,,
2020,9,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,23966,,,,,,
2020,9,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,20110,,,,,,
2020,10,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,26448,,,,,,
2020,10,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,7610,,,,,,
2020,10,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,26448,,,,,,
2020,10,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,20627,,,,,,
2020,11,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,27255,,,,,,
2020,11,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,7535,,,,,,
2020,11,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,27255,,,,,,
2020,11,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,20381,,,,,,
2020,12,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,29103,,,,,,
2020,12,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,7516,,,,,,
2020,12,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,29103,,,,,,
2020,12,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,20181,,,,,,
2021,1,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"27,784",,,,,,
2021,1,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,"7,219",,,,,,
2021,1,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"23,042",,,,,,
2021,1,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,"7,219",,,,,,
2021,2,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"24,503",,,,,,
2021,2,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,"5,698",,,,,,
2021,2,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"20,240",,,,,,
2021,2,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,"5,698",,,,,,
2021,3,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"29,768",,,,,,
2021,3,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,"5,885",,,,,,
2021,3,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"24,928",,,,,,
2021,3,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,"5,885",,,,,,
2021,4,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"25,437",,,,,,
2021,4,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,"5,514",,,,,,
2021,4,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"21,887",,,,,,
2021,4,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,"5,514",,,,,,
2021,5,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"29,256",,,,,,
2021,5,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,"6,312",,,,,,
2021,5,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"25,317",,,,,,
2021,5,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,"6,312",,,,,,
2021,6,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"31,073",,,,,,
2021,6,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,"7,487",,,,,,
2021,6,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"26,680",,,,,,
2021,6,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,"7,487",,,,,,
2021,7,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"36,074",,,,,,
2021,7,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,"8,171",,,,,,
2021,7,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"31,126",,,,,,
2021,7,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,"8,171",,,,,,
2021,8,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"39,482",,,,,,
2021,8,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,"8,625",,,,,,
2021,8,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"34,582",,,,,,
2021,8,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,"8,625",,,,,,
2021,9,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"37,848",,,,,,
2021,9,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,"9,399",,,,,,
2021,9,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"33,088",,,,,,
2021,9,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,"9,399",,,,,,
2021,10,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,39348,,,,,,
2021,10,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,8948,,,,,,
2021,10,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,34270,,,,,,
2021,10,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,8948,,,,,,
2021,11,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,38433,,,,,,
2021,11,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,8775,,,,,,
2021,11,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,33765,,,,,,
2021,11,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,8775,,,,,,
2021,12,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,42411,,,,,,
2021,12,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,9133,,,,,,
2021,12,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,37371,,,,,,
2021,12,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,9133,,,,,,
2022,1,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,40997,,,,,,
2022,1,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,7998,,,,,,
2022,1,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,40997,,,,,,
2022,1,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,7998,,,,,,
2022,2,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,38101,,,,,,
2022,2,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,6757,,,,,,
2022,2,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,38101,,,,,,
2022,2,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,6757,,,,,,
2022,3,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,40036,,,,,,
2022,3,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,6513,,,,,,
2022,3,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,38748,,,,,,
2022,3,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,6513,,,,,,
2022,4,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,37145,,,,,,
2022,4,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,5850,,,,,,
2022,4,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,37145,,,,,,
2022,4,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,16115,,,,,,
2022,5,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,42074,,,,,,
2022,5,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,6723,,,,,,
2022,5,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,42074,,,,,,
2022,5,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,18697,,,,,,
2022,6,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,39535,,,,,,
2022,6,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,8678,,,,,,
2022,6,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,39535,,,,,,
2022,6,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,24606,,,,,,
2022,7,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,41453,,,,,,
2022,7,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,8720,,,,,,
2022,7,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,41453,,,,,,
2022,7,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,24122,,,,,,
2022,8,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,42024,,,,,,
2022,8,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,8857,,,,,,
2022,8,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,42024,,,,,,
2022,8,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,23287,,,,,,
2022,9,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,40167,,,,,,
2022,9,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,8632,,,,,,
2022,9,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,40167,,,,,,
2022,9,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,24103,,,,,,
2022,10,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,42250,,,,,,
2022,10,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,7944,,,,,,
2022,10,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,39690,,,,,,
2022,10,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,7944,,,,,,
2022,11,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,40547,,,,,,
2022,11,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,7208,,,,,,
2022,11,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,37871,,,,,,
2022,11,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,7208,,,,,,
2022,12,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,43687,,,,,,
2022,12,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,7886,,,,,,
2022,12,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,40394,,,,,,
2022,12,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,7886,,,,,,
2023,1,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,43612,,,,,,
2023,1,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,8962,,,,,,
2023,1,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,40579,,,,,,
2023,1,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,8962,,,,,,
2023,2,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,39516,,,,,,
2023,2,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,7013,,,,,,
2023,2,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,36483,,,,,,
2023,2,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE EJES COBRABLES,7013,,,,,,
2023,3,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,37160,,,,,,
2023,3,NUEVO MOCUPE – CAYALTÍ – OYOTÚN,CONCESIÓN VALLE DEL ZAÑA S.A.,PESADOS,NÚMERO DE VEHÍCULOS,6797,,,,,,
