AÑO,MES,CONCESION,ENTIDAD PRESTADORA,TIPO DE VEHICULO,UNIDAD DE MEDIDA,TOTAL,,,,,,
2023,12,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,PESADOS,NÚMERO DE VEHÍCULOS,334161,,,,,,
2023,12,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,583020,,,,,,
2023,12,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,PESADOS,NÚMERO DE EJES COBRABLES,1289772,,,,,,
2024,1,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,573934,,,,,,
2024,1,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,PESADOS,NÚMERO DE VEHÍCULOS,323909,,,,,,
2024,1,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,573934,,,,,,
2024,1,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,PESADOS,NÚMERO DE EJES COBRABLES,1250593,,,,,,
2024,2,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,544955,,,,,,
2024,2,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,PESADOS,NÚMERO DE VEHÍCULOS,305402,,,,,,
2024,2,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,544955,,,,,,
2024,2,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,PESADOS,NÚMERO DE EJES COBRABLES,1170911,,,,,,
2024,3,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,527698,,,,,,
2024,3,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,PESADOS,NÚMERO DE VEHÍCULOS,309344,,,,,,
2024,3,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,527698,,,,,,
2024,3,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,PESADOS,NÚMERO DE EJES COBRABLES,1186504,,,,,,
2024,4,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,466785,,,,,,
2024,4,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,PESADOS,NÚMERO DE VEHÍCULOS,319853,,,,,,
2024,4,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,466785,,,,,,
2024,4,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,PESADOS,NÚMERO DE EJES COBRABLES,1240570,,,,,,
2024,5,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,496918,,,,,,
2024,5,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,PESADOS,NÚMERO DE VEHÍCULOS,335754,,,,,,
2024,5,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,496918,,,,,,
2024,5,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,PESADOS,NÚMERO DE EJES COBRABLES,1322212,,,,,,
2024,6,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,492662,,,,,,
2024,6,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,PESADOS,NÚMERO DE VEHÍCULOS,327008,,,,,,
2024,6,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,492662,,,,,,
2024,6,"AUTOPISTA DEL SOL, TRAMO TRUJILLO-SULLANA",CONCESIONARIA VIAL DEL SOL S.A.,PESADOS,NÚMERO DE EJES COBRABLES,1290171,,,,,,
2019,1,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"550,576",,,,,,
2019,1,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"550,576",,,,,,
2019,1,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE EJES COBRABLES,"1,183,950",,,,,,
2019,1,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE VEHÍCULOS,"276,990",,,,,,
2019,2,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"500,597",,,,,,
2019,2,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"500,597",,,,,,
2019,2,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE EJES COBRABLES,"1,020,240",,,,,,
2019,2,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE VEHÍCULOS,"241,309",,,,,,
2019,3,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"470,435",,,,,,
2019,3,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"470,435",,,,,,
2019,3,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE EJES COBRABLES,"1,163,640",,,,,,
2019,3,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE VEHÍCULOS,"271,320",,,,,,
2019,4,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"416,068",,,,,,
2019,4,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"416,068",,,,,,
2019,4,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE EJES COBRABLES,"1,093,711",,,,,,
2019,4,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE VEHÍCULOS,"255,216",,,,,,
2019,5,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"416,917",,,,,,
2019,5,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"416,917",,,,,,
2019,5,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE EJES COBRABLES,"1,192,940",,,,,,
2019,5,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE VEHÍCULOS,"274,172",,,,,,
2019,6,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"393,862",,,,,,
2019,6,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"393,862",,,,,,
2019,6,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE EJES COBRABLES,"1,155,120",,,,,,
2019,6,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE VEHÍCULOS,"264,813",,,,,,
2019,7,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"416,904",,,,,,
2019,7,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"416,904",,,,,,
2019,7,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE EJES COBRABLES,"1,086,479",,,,,,
2019,7,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE VEHÍCULOS,"255,369",,,,,,
2019,8,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"480,589",,,,,,
2019,8,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"480,589",,,,,,
2019,8,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE EJES COBRABLES,"1,283,935",,,,,,
2019,8,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE VEHÍCULOS,"294,596",,,,,,
2019,9,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"452,248",,,,,,
2019,9,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"452,248",,,,,,
2019,9,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE EJES COBRABLES,"1,356,563",,,,,,
2019,9,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE VEHÍCULOS,"311,098",,,,,,
2019,10,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"475,770",,,,,,
2019,10,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"475,770",,,,,,
2019,10,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE EJES COBRABLES,"1,381,101",,,,,,
2019,10,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE VEHÍCULOS,"321,340",,,,,,
2019,11,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"471,259",,,,,,
2019,11,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"471,259",,,,,,
2019,11,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE EJES COBRABLES,"1,219,418",,,,,,
2019,11,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE VEHÍCULOS,"289,145",,,,,,
2019,12,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"546,182",,,,,,
2019,12,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"546,182",,,,,,
2019,12,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE EJES COBRABLES,"1,325,032",,,,,,
2019,12,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE VEHÍCULOS,"311,612",,,,,,
2020,1,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"614,866",,,,,,
2020,1,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE VEHÍCULOS,295181,,,,,,
2020,1,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"614,866",,,,,,
2020,1,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE EJES COBRABLES,1235361,,,,,,
2020,2,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"640,793",,,,,,
2020,2,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE VEHÍCULOS,279974,,,,,,
2020,2,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"640,793",,,,,,
2020,2,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE EJES COBRABLES,1152941,,,,,,
2020,3,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"332,400",,,,,,
2020,3,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE VEHÍCULOS,199658,,,,,,
2020,3,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"332,400",,,,,,
2020,3,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE EJES COBRABLES,859824,,,,,,
2020,4,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"83,644",,,,,,
2020,4,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE VEHÍCULOS,99766,,,,,,
2020,4,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"83,644",,,,,,
2020,4,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE EJES COBRABLES,447930,,,,,,
2020,5,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"165,808",,,,,,
2020,5,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE VEHÍCULOS,158958,,,,,,
2020,5,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"165,808",,,,,,
2020,5,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE EJES COBRABLES,745251,,,,,,
2020,6,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"281,661",,,,,,
2020,6,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE VEHÍCULOS,201216,,,,,,
2020,6,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"281,661",,,,,,
2020,6,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE EJES COBRABLES,939271,,,,,,
2020,7,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"378,394",,,,,,
2020,7,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE VEHÍCULOS,216542,,,,,,
2020,7,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"378,394",,,,,,
2020,7,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE EJES COBRABLES,1001917,,,,,,
2020,8,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"330,503",,,,,,
2020,8,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE VEHÍCULOS,218893,,,,,,
2020,8,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"330,503",,,,,,
2020,8,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE EJES COBRABLES,1024924,,,,,,
2020,9,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"422,634",,,,,,
2020,9,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE VEHÍCULOS,249954,,,,,,
2020,9,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"422,634",,,,,,
2020,9,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE EJES COBRABLES,1167284,,,,,,
2020,10,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE VEHÍCULOS,"524,972",,,,,,
2020,10,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE VEHÍCULOS,288678,,,,,,
2020,10,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,LIVIANOS,NÚMERO DE EJES COBRABLES,"524,972",,,,,,
2020,10,"CORREDOR VIAL INTEROCEÁNICO SUR PERÚ -BRASIL, TRAMO 5: ILO, MATARANI - AZANGARO",CONCESIONARIA VIAL DEL SUR S.A.,PESADOS,NÚMERO DE EJES COBRABLES,1309448,,,,,,
