AÑO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_jja24
2024,7,2319502,1,147,1,1,2.02304E+19,1,1,1,1,2,,2,51,1,1,17,1,1973,1,,,,,,,,,,,,,,,,2341,8510,3,2,,,5,9998,0,8,8,8,8,8,0,40,2,42,1,,2,,2,2,4,3200,,,,,,200,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,3200,,,,,200,,,83,3400,3200,3483,1,1205.39105
2024,7,2319502,1,147,1,1,2.02304E+19,1,2,3,1,2,,2,17,2,2,22,11,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1480.166024
2024,7,2319502,1,150,1,1,2.02304E+19,1,1,1,1,2,,1,69,1,1,12,1,1955,1,,,,,,,,,,,,,,,,7113,1622,2,,3,2,1,1,0,3,3,3,3,3,0,15,,15,1,,1,1,1,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,1,5,2,,2,,6,5,,2,2,2,2,2,2,1,1,1,,,600,,,,,,,600,600,600,1,1377.238434
2024,7,2319502,1,150,1,1,2.02304E+19,1,2,2,1,2,,2,60,2,2,23,5,1964,1,,,,,,,,,,,,,,,,9412,1312,3,5,1,,5,700,0,9,9,9,9,9,9,54,,54,1,,1,1,1,2,4,1300,60,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,8,2,,2,2,2,2,2,2,10,7,1,1300,260,,,,,,,374,1560,1560,1934,1,1205.39105
2024,7,2319502,1,150,1,1,2.02304E+19,1,3,3,1,2,,2,27,3,3,28,8,1996,1,,,,,,,,,,,,,,,,5230,4772,3,5,2,2,1,4,0,0,10,10,10,10,10,50,,50,1,,1,1,1,2,4,1500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,10,4,,2,2,2,2,2,2,10,7,1,1500,,,,,,,,75,1500,1500,1575,1,1519.441742
2024,7,2319502,1,152,1,1,2.02304E+19,1,2,2,1,2,,2,48,2,2,21,9,1975,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1205.39105
2024,7,2319502,1,152,1,1,2.02304E+19,1,3,6,1,2,,2,89,3,2,22,9,1934,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,2,2,7,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,1,,2,2,2,2,2,2,1,1,4,,,,,,,,,,,,,1,1205.39105
2024,7,23313,1,53,1,1,2.02307E+17,1,1,1,1,2,,2,48,1,1,27,2,1976,1,,,,,,,,,,,,,,,,5212,4772,1,,2,2,1,5,0,10,10,10,10,10,5,55,,55,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,10,4,,2,2,2,2,2,2,10,7,1,,,1986,200,,,,,,2186,2186,2186,1,1049.373139
2024,7,23313,1,53,1,1,2.02307E+17,1,2,2,1,2,,1,48,2,2,13,4,1976,1,,,,,,,,,,,,,,,,7111,4100,1,,3,2,1,3,0,0,9,9,9,0,0,27,35,90,2,90,1,1,1,1,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,9,1,,,6860,,,,,,,6860,6860,6860,1,1198.977725
2024,7,23313,1,53,1,1,2.02307E+17,1,3,3,1,2,,1,26,3,3,11,2,1998,1,,,,,,,,,,,,,,,,5223,4772,4,,2,2,1,5,5,5,5,5,5,5,5,35,,35,1,,2,,2,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,10,3,,2,2,2,2,2,2,10,7,1,,,,,,,,,,,,,1,1295.546253
2024,7,23313,1,58,1,1,2.02307E+17,1,1,1,1,2,,2,48,1,1,8,11,1975,1,,,,,,,,,,,,,,,,5212,4771,2,,3,2,1,2,8,11,11,11,11,11,11,74,,74,2,72,1,1,1,1,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,1,,,1481,10,,,,,,1491,1491,1491,1,1049.373139
2024,7,23313,1,58,1,1,2.02307E+17,1,2,3,1,2,,1,17,2,2,28,8,2006,1,,,,,,,,,,,,,,,,5223,4771,4,,2,1,1,2,2,2,0,0,2,0,6,12,,,1,,1,1,,,,,,,,,,,,2,4,1,1,5,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1160.666297
2024,7,2334002,1,52,1,1,2.02304E+19,1,1,1,1,2,,2,22,1,1,5,9,2001,1,,,,,,,,,,,,,,,,5212,4721,2,,3,2,1,1,2,6,6,6,6,6,4,36,23,61,2,61,2,,2,2,,,,,,240,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,266,,240,,,,,506,266,506,1,804.7245266
2024,7,2334002,1,56,1,1,2.02304E+19,1,2,2,1,2,,2,43,2,2,31,5,1981,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,826.0776272
2024,7,2334002,1,57,1,1,2.02304E+19,1,1,1,1,2,,2,57,1,1,11,11,1966,1,,,,,,,,,,,,,,,,5211,4641,1,,2,1,1,2,12,12,12,12,12,12,12,84,,84,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,5,,2,2,2,2,2,2,1,1,1,,,7400,,,,,,,7400,7400,7400,1,655.337122
2024,7,2334002,1,57,1,1,2.02304E+19,1,2,3,1,2,,1,28,2,2,24,7,1995,1,,,,,,,,,,,,,,,,5211,4641,2,,2,1,1,1,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,,,1598,,,,,,,1598,1598,1598,1,809.0730756
2024,7,2334002,1,57,1,1,2.02304E+19,1,3,8,1,2,,2,51,3,3,28,3,1973,1,,,,,,,,,,,,,,,,5211,4641,3,5,2,1,1,3,0,11,11,11,11,11,11,66,,66,1,,2,,2,2,2,300,72,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,,1,2,2,2,2,2,2,1,1,1,1299,312,,,,,,,,1611,1611,1611,1,655.337122
2024,7,2334002,1,57,1,1,2.02304E+19,1,4,11,1,2,,1,20,4,4,9,12,2003,1,,,,,,,,,,,,,,,,5243,4791,2,,2,2,1,1,2,8,8,8,8,8,8,50,14,64,1,,2,,2,2,,,,,,,,400,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,1,7,1,,,1198,700,,400,,,,2298,1898,2298,1,724.8400806
2024,7,2334002,1,57,1,1,2.02304E+19,1,5,11,1,2,,2,16,5,5,21,7,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,1,3,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,4,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,804.7245266
2024,7,2334002,1,57,1,1,2.02304E+19,1,6,8,1,2,,2,28,6,6,28,12,1995,1,,,,,,,,,,,,,,,,5223,4641,3,5,2,1,1,2,0,9,9,9,9,9,6,51,,51,2,45,1,2,2,1,2,300,66,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,1,1,1,1299,286,,,,,,,,1585,1585,1585,1,826.0776272
2024,7,49844,1,37,1,1,2.02307E+17,1,1,1,1,2,,1,38,1,1,26,1,1986,1,,,,,,,,,,,,,,,,8332,4923,3,5,1,,2,35,0,9,9,8,9,9,4,48,,48,1,,1,1,1,2,4,1800,200,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,1800,200,,,,,,,225,2000,2000,2225,1,1556.172395
2024,7,49844,1,37,1,1,2.02307E+17,1,2,2,1,2,,2,37,2,2,13,9,1986,1,,,,,,,,,,,,,,,,9629,1410,2,,3,2,1,1,0,2,2,2,2,2,2,12,,12,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,1,7,1,,,303,,,,,,,303,303,303,1,1588.878975
2024,7,49844,1,42,1,1,2.02307E+17,1,1,1,1,2,,1,47,1,1,17,4,1977,1,,,,,,,,,,,,,,,,9313,4100,3,5,3,2,1,4,0,0,0,0,0,8,4,12,,48,2,48,1,1,1,1,2,200,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,1,1,1,866,,,,,,,,,866,866,866,1,1440.177093
2024,7,49844,1,42,1,1,2.0231E+17,1,2,2,1,2,,2,33,2,2,21,10,1990,1,,,,,,,,,,,,,,,,9611,8411,3,2,,,5,9998,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,4,1200,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,3,,2,2,2,2,2,2,2,10,9,1,1200,,,,,,,,66,1200,1200,1266,1,1588.878975
2024,7,49844,1,44,1,1,2.02307E+17,1,1,1,1,2,,1,29,1,2,3,9,1994,1,,,,,,,,,,,,,,,,7212,2750,3,5,1,,1,5,0,8,8,8,8,8,0,40,,48,2,48,1,1,1,2,4,1500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,1,7,1,1500,,,,,,,,126,1500,1500,1626,1,1556.172395
2024,7,49844,1,44,1,1,2.02307E+17,1,2,2,1,2,,2,30,2,2,6,4,1994,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,1,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1588.878975
2024,7,2561001,1,1,1,1,2.02304E+19,1,1,1,1,2,,2,67,1,1,30,9,1956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,6,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,2,,10,1,,2,2,2,2,2,2,10,6,4,,,,,,,,,,,,,1,1109.307802
2024,7,2561001,1,1,1,1,2.02404E+19,1,2,2,1,2,,1,74,2,2,31,3,1950,1,,,,,,,,,,,,,,,,2411,6920,2,,2,2,1,1,0,4,4,0,4,0,0,12,,12,1,,2,,2,2,,,,,,,,,,,,,,,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,,,1500,,,,,,,1500,1500,1500,1,1267.457013
2024,7,2561001,1,3,1,1,2.02304E+19,1,1,1,1,2,,2,75,1,1,8,3,1949,1,,,,,,,,,,,,,,,,5211,4649,1,,1,,1,2,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,,,,,,,,,,,,,,,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,2,,12,2,,2,2,2,2,2,2,10,6,1,,,366,,,,,,,366,366,366,1,1109.307802
2024,7,2561001,1,4,1,1,2.02304E+19,1,1,1,1,2,,2,45,1,1,5,8,1978,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1109.307802
2024,7,2561001,1,4,1,1,2.02304E+19,1,2,2,1,2,,1,47,2,2,1,2,1977,1,,,,,,,,,,,,,,,,7123,4330,2,,2,2,1,1,0,10,10,10,10,10,9,59,,59,1,,1,1,1,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,6,1,,,1682,,,,,,,1682,1682,1682,1,1267.457013
2024,7,2561001,1,4,1,1,2.02304E+19,1,3,3,1,2,,2,16,3,3,21,4,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,2,5,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,2,,2,2,2,2,2,2,10,6,4,,,,,,,,,,,,,1,1362.180114
2024,7,2562502,1,110,1,1,2.02307E+19,1,1,1,1,2,,1,73,1,1,14,2,1951,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,1,3,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,11,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,801.3440708
2024,7,2562502,1,110,1,1,2.02307E+19,1,2,2,1,2,,2,72,2,2,20,4,1952,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,3,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,701.3549341
2024,7,2562502,1,23,1,1,2.02307E+19,1,1,1,1,2,,2,49,1,1,30,10,1974,1,,,,,,,,,,,,,,,,3432,1073,3,5,1,,4,400,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,2500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,9,3,,2,2,2,2,2,2,10,6,1,2500,,,,,,,,624,2500,2500,3124,1,701.3549341
2024,7,2562502,1,27,1,1,2.02407E+19,1,1,1,1,2,,1,26,1,1,9,99,1998,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,865.8862356
2024,7,2528201,1,20,1,1,2.02304E+19,1,1,1,1,2,,1,36,1,1,8,10,1987,1,,,,,,,,,,,,,,,,2511,6110,3,5,1,,5,9998,0,8,8,8,8,8,0,40,,40,1,,1,1,1,2,4,5500,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,1,,2,2,2,2,2,2,10,7,1,5500,,,,,,,,1374,5500,5500,6874,1,1191.450527
2024,7,2528201,1,20,1,1,2.02304E+19,1,2,2,1,2,,2,38,2,2,14,12,1985,1,,,,,,,,,,,,,,,,2611,8423,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,7000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,6,,2,2,2,2,2,2,10,7,1,7000,,,,,,,,50,7000,7000,7050,1,1216.491629
2024,7,2528201,1,21,1,1,2.02304E+19,1,1,1,1,2,,1,59,1,1,25,9,1964,1,,,,,,,,,,,,,,,,1169,4661,3,5,1,,5,2000,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,20000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,20000,,,,,,,,5031,20000,20000,25031,1,1102.641174
2024,7,2528201,1,21,1,1,2.02304E+19,1,2,2,1,2,,2,56,2,2,25,4,1968,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,11,,,1,3,1,4,2,,1,4,2,,2,,2,,2,,2,,1,5,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,965.0571532
2024,7,2528201,1,21,1,1,2.02304E+19,1,3,3,1,2,,1,31,3,3,28,4,1993,1,,,,,,,,,,,,,,,,5211,4510,3,5,1,,3,100,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,4,6000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,6000,,,,,,,,1193,6000,6000,7193,1,1191.450527
2024,7,29632,1,150,1,1,2.02304E+17,1,1,1,1,2,,1,44,1,1,20,7,1979,1,,,,,,,,,,,,,,,,8153,1410,3,5,2,2,1,15,0,0,9,9,9,9,0,36,,36,1,,2,,2,2,2,280,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,1,7,1,1212,,,,,,,,,1212,1212,1212,1,1137.979817
2024,7,29632,1,150,1,1,2.02304E+17,1,2,2,1,2,,2,43,2,2,16,10,1980,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,,3,2,2,2,2,2,2,1,7,4,,,,,,,,,,,,,1,1161.897109
2024,7,29632,1,150,1,1,2.02304E+17,1,3,3,1,2,,1,22,3,3,25,11,2001,1,,,,,,,,,,,,,,,,9622,9329,3,5,2,2,1,12,8,4,0,0,0,0,4,16,,17,2,17,2,,2,2,2,140,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,8,1,,2,2,2,2,2,2,10,7,1,606,,,,,,,,,606,606,606,1,1019.50418
2024,7,29632,1,150,1,1,2.02304E+17,1,4,3,1,2,,2,15,4,4,21,9,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1131.863483
2024,7,29632,1,22,1,1,2.02304E+17,1,1,1,1,2,,2,64,1,1,5,12,1959,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,13,5,4,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,3,3,,2,2,2,2,2,2,1,7,2,,,,,,,,,,,,,1,921.7466764
2024,7,29632,1,22,1,1,2.02304E+17,1,3,5,1,2,,1,27,3,3,10,9,1996,1,,,,,,,,,,,,,,,,4419,9411,3,5,1,,1,4,0,6,6,6,6,6,0,30,,30,1,,1,1,1,2,4,550,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,550,,,,,,,,138,550,550,688,1,1137.979817
2024,7,29632,1,22,1,1,2.02304E+17,1,4,5,1,2,,2,20,4,4,14,6,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,13,7,1,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,10,1,,2,2,2,2,2,2,10,7,2,,,,,,,,,,,,,1,1131.863483
2024,7,2963902,1,35,1,1,2.02404E+19,1,1,1,1,2,,2,18,1,1,27,2,2006,1,,,,,,,,,,,,,,,,9111,9700,6,,,,1,2,0,10,10,10,10,10,0,50,,50,1,,2,,2,2,2,150,50,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,2,,2,2,2,2,2,2,10,5,1,650,217,,,,,,,,867,867,867,1,1311.681266
2024,7,2963902,1,39,1,1,2.02404E+19,1,1,1,1,2,,2,48,1,1,20,3,1976,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,13,5,8,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,1,1068.183456
2024,7,2963902,1,39,1,1,2.02404E+19,1,2,3,1,2,,1,23,2,2,3,9,2000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,2,5,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,10,3,,2,2,2,2,2,2,10,1,4,,,,,,,,,,,,,1,1181.471576
2024,7,2963902,1,39,1,1,2.02404E+19,1,3,3,1,2,,1,18,3,5,22,11,2005,1,,,,,,,,,,,,,,,,5131,5610,3,5,1,,2,50,8,0,8,8,8,8,8,48,,48,1,,2,,2,2,4,1025,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,1025,,,,,,,,,1025,1025,1025,1,1181.471576
2024,7,2963902,1,39,1,1,2.02404E+19,1,4,3,1,2,,2,15,4,4,7,10,2008,1,,,,,,,,,,,,,,,,9629,8219,2,,3,2,1,1,0,0,0,2,0,0,0,2,,2,1,,1,1,1,1,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,1,1,,,43,,,,,,,43,43,43,1,1311.681266
2024,7,2963902,1,39,1,1,2.02404E+19,1,5,3,1,2,,2,30,5,5,7,8,1993,1,,,,,,,,,,,,,,,,9533,4799,2,,3,2,1,1,0,2,2,2,4,2,0,12,,12,1,,1,2,2,1,,,,,,,,,,,,,,,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,1,4,2,,2,,2,,10,4,,2,2,2,2,2,2,1,1,1,,,346,,,,,,,346,346,346,1,1346.486297
2024,7,2963902,1,40,1,1,2.02404E+19,1,1,1,1,2,,1,52,1,1,1,3,1972,2,1,,,,,,,,,,,,,,,8114,2395,3,5,1,,5,2500,0,0,0,0,0,0,0,0,,48,2,48,2,,2,2,4,3000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,10,9,1,3000,,,,,,,,750,3000,3000,3750,1,1220.469747
2024,7,2963902,1,40,1,1,2.02404E+19,1,2,2,1,2,,2,47,2,2,23,3,1977,1,,,,,,,,,,,,,,,,9112,8121,2,,3,2,1,1,0,8,0,8,0,8,0,24,24,48,1,,2,,2,2,,,,,,,,1080,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,5,4,,2,2,2,2,2,2,1,7,1,,,1074,,,1080,,,,2154,1074,2154,1,1068.183456
2024,7,2963902,1,40,1,1,2.02404E+19,1,3,3,1,2,,2,23,3,3,28,2,2001,1,,,,,,,,,,,,,,,,4416,4100,3,5,1,,4,300,0,8,8,8,8,8,0,40,10,50,1,,2,,2,1,4,1025,,,,100,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,9,4,,2,2,2,2,2,2,10,1,1,1025,,,,100,,,,,1125,1025,1125,1,1311.681266
2024,7,1929801,1,65,1,1,2.02304E+19,1,1,1,1,2,,1,44,1,1,16,9,1979,1,,,,,,,,,,,,,,,,8156,1520,3,5,1,,3,80,0,10,10,10,10,10,6,56,,56,1,,2,,2,2,4,1600,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,4,,6,2,2,2,2,2,2,10,7,1,1600,,,,,,,,399,1600,1600,1999,1,1314.14648
2024,7,1929801,1,65,1,1,2.02304E+19,1,2,2,1,2,,2,40,2,2,28,8,1983,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,3,,5,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1341.766324
2024,7,1929801,1,68,1,1,2.02304E+19,1,1,1,1,2,,1,34,1,1,14,8,1989,1,,,,,,,,,,,,,,,,8332,4923,3,5,1,,3,80,0,11,11,11,11,0,0,44,,44,1,,2,,2,2,4,2000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,2000,,,,,,,,501,2000,2000,2501,1,1314.14648
